"inventory_origin","legacy_id","legacy_title","legacy_date","legacy_era","legacy_region","disposition","proposed_canonical_id","proposed_title","proposed_date","destination","rationale","overlap_or_prerequisite_notes","research_editorial_status"
"timeline-stub","gutenberg","Gutenberg Printing Press","c. 1440 CE","contact","Germany","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","henry_viii","Henry VIII Act of Supremacy","1534 CE","contact","England","Move to another Journey type","None","None","None","Idea Trail — Belief, ritual, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","ivan_terrible","Ivan the Terrible Crowned Tsar","1547 CE","contact","Russia","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","kingdom_kongo","Kingdom of Kongo Meets Portuguese","c. 1500 CE","contact","Central Africa","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","luther","Martin Luther's 95 Theses","1517 CE","contact","Germany","Merge","lesson.christianity.reformations","Christian Reformations and Religious Conflict","1517–1648 CE","World Spine — chapter 07","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.christianity.reformations; prerequisite(s): lesson.printing.print-revolution.","Source brief required; readiness: Planned."
"timeline-stub","machiavelli","Machiavelli writes The Prince","1513 CE","contact","Italy","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","magellan","Magellan Circumnavigates Globe","1519 CE","contact","Global","Move to another Journey type","None","None","None","Story Arc — Movement, encounter, and exchange","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","manila_galleons","Manila Galleon Trade Begins","1565 CE","contact","Pacific","Move to another Journey type","None","None","None","Story Arc — Movement, encounter, and exchange","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","michelangelo","Michelangelo Paints Sistine Chapel","1512 CE","contact","Italy","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","pizarro","Pizarro Conquers the Inca","1532 CE","contact","Peru","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","price_revolution","The Price Revolution","c. 1550 CE","contact","Europe","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","safavid","Rise of Safavid Empire","1501 CE","contact","Persia","Move to another Journey type","None","None","None","Idea Trail — Belief, ritual, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","shakespeare","Shakespeare's Globe Theatre","1599 CE","contact","England","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","songhai_empire","Songhai Empire Flourishes","c. 1500 CE","contact","West Africa","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","suleiman","Suleiman the Magnificent","1520 CE","contact","Ottoman Empire","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","wars_roses","Wars of the Roses","1455 CE","contact","England","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","descartes","Descartes: ""I think, therefore I am""","1637 CE","renaissance","France","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","dutch_golden_age","Dutch Golden Age","c. 1620 CE","renaissance","Netherlands","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","edo_period","Tokugawa Shogunate Begins","1603 CE","renaissance","Japan","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","english_civil_war","English Civil War","1642 CE","renaissance","England","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","galileo","Galileo's Telescope","1609 CE","renaissance","Italy","Merge","lesson.science.observation-and-cosmos","A New Cosmos from Observation and Calculation","c. 1500–1650 CE","World Spine — chapter 07","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.science.observation-and-cosmos; prerequisite(s): lesson.printing.print-revolution.","Framing review; readiness: Planned."
"timeline-stub","glorious_rev","The Glorious Revolution","1688 CE","renaissance","England","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","harvey","Harvey Discovers Blood Circulation","1628 CE","renaissance","England","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","jamestown","Jamestown Colony Founded","1607 CE","renaissance","North America","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","locke","John Locke: Two Treatises of Government","1689 CE","renaissance","England","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","london_fire","Great Fire of London","1666 CE","renaissance","England","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","louis_xiv","Louis XIV ""Sun King"" Reign","1643 CE","renaissance","France","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","mayflower","Mayflower Compact","1620 CE","renaissance","North America","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","newton","Newton's Principia Mathematica","1687 CE","renaissance","England","Merge","lesson.science.experimental-networks","Experimental Science and Knowledge Networks","c. 1600–1750 CE","World Spine — chapter 08","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.science.experimental-networks; prerequisite(s): lesson.science.observation-and-cosmos.","Framing review; readiness: Planned."
"timeline-stub","peter_great","Peter the Great Westernizes Russia","1696 CE","renaissance","Russia","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","qing","Qing Dynasty Established","1644 CE","renaissance","China","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","salem","Salem Witch Trials","1692 CE","renaissance","USA","Move to another Journey type","None","None","None","Idea Trail — Belief, ritual, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","taj_mahal","Construction of Taj Mahal","1632 CE","renaissance","India","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","thirty_years","Thirty Years' War Begins","1618 CE","renaissance","Europe","Merge","lesson.christianity.reformations","Christian Reformations and Religious Conflict","1517–1648 CE","World Spine — chapter 07","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.christianity.reformations; prerequisite(s): lesson.printing.print-revolution.","Source brief required; readiness: Planned."
"timeline-stub","tulip_mania","Tulip Mania: First Financial Bubble","1637 CE","renaissance","Netherlands","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","agricultural_revolution_enlightenment","Agricultural Revolution in Britain","c. 1750 CE","enlightenment","Britain","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","bach","Bach Brandenburg Concertos","1721 CE","enlightenment","Germany","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","boston_tea","Boston Tea Party","1773 CE","enlightenment","USA","Merge","lesson.america.revolution-and-constitution","The American Revolution and a Contested Constitution","1765–1789 CE","World Spine — chapter 08","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.america.revolution-and-constitution; prerequisite(s): lesson.global.seven-years-war.","Framing review; readiness: Planned."
"timeline-stub","catherine","Catherine the Great","1762 CE","enlightenment","Russia","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","coffeehouses_salons","Coffeehouses & Salons Spread Ideas","c. 1720 CE","enlightenment","Europe","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","constitution","US Constitution Signed","1787 CE","enlightenment","USA","Merge","lesson.america.revolution-and-constitution","The American Revolution and a Contested Constitution","1765–1789 CE","World Spine — chapter 08","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.america.revolution-and-constitution; prerequisite(s): lesson.global.seven-years-war.","Framing review; readiness: Planned."
"timeline-stub","cook","Captain Cook Reaches Australia","1770 CE","enlightenment","Oceania","Merge","lesson.pacific.encounters-and-settler-claims","Pacific Encounters and Settler Claims","c. 1768–1800 CE","World Spine — chapter 08","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.pacific.encounters-and-settler-claims; prerequisite(s): lesson.pacific.polynesian-voyaging.","Framing review; readiness: Planned."
"timeline-stub","declaration","US Declaration of Independence","1776 CE","enlightenment","USA","Merge","lesson.america.revolution-and-constitution","The American Revolution and a Contested Constitution","1765–1789 CE","World Spine — chapter 08","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.america.revolution-and-constitution; prerequisite(s): lesson.global.seven-years-war.","Framing review; readiness: Planned."
"timeline-stub","encyclopedie","Diderot's Encyclopédie Published","1751 CE","enlightenment","France","Merge","lesson.enlightenment.reason-rights-and-limits","Enlightenment Arguments: Reason, Rights, and Limits","c. 1680–1789 CE","World Spine — chapter 08","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.enlightenment.reason-rights-and-limits; prerequisite(s): lesson.science.experimental-networks.","Framing review; readiness: Planned."
"timeline-stub","first_fleet","First Fleet Arrives in Sydney","1788 CE","enlightenment","Australia","Merge","lesson.pacific.encounters-and-settler-claims","Pacific Encounters and Settler Claims","c. 1768–1800 CE","World Spine — chapter 08","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.pacific.encounters-and-settler-claims; prerequisite(s): lesson.pacific.polynesian-voyaging.","Framing review; readiness: Planned."
"timeline-stub","franklin","Benjamin Franklin's Kite Experiment","1752 CE","enlightenment","USA","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","lisbon_earthquake","Lisbon Earthquake Shakes Faith","1755 CE","enlightenment","Portugal","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","middle_passage","The Middle Passage at Its Peak","c. 1750 CE","enlightenment","Atlantic","Adapt or rename","lesson.atlantic.plantations-and-middle-passage","Plantations, the Middle Passage, and Resistance","c. 1650–1800 CE","World Spine — chapter 08","The topic earns core placement, with a learner-facing title, period, and scope adjusted to foreground causal and evidentiary value.","Mapped to lesson.atlantic.plantations-and-middle-passage; prerequisite(s): lesson.atlantic.slavery-system.","Source set identified; readiness: Planned."
"timeline-stub","mozart","Mozart Composes in Vienna","c. 1781 CE","enlightenment","Austria","Archive","None","None","None","Archived legacy resource","As a standalone chronological node it adds no unique causal prerequisite or explanatory handoff; preserve assets and notes for possible reuse.","No canonical prerequisite; avoid restoring as progress-bearing World Spine content.","Archive after link and asset review."
"timeline-stub","seven_years","Seven Years' War","1756 CE","enlightenment","Global","Adapt or rename","lesson.global.seven-years-war","The Seven Years' War: A Global Imperial Conflict","1754–1763 CE","World Spine — chapter 08","The topic earns core placement, with a learner-facing title, period, and scope adjusted to foreground causal and evidentiary value.","Mapped to lesson.global.seven-years-war; prerequisite(s): lesson.states.taxation-war-and-constitutions.","Source brief required; readiness: Planned."
"timeline-stub","steam_newcomen","Newcomen Steam Engine","1712 CE","enlightenment","England","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","voltaire","Voltaire Writes Candide","1759 CE","enlightenment","France","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","watt_steam","James Watt Improves Steam Engine","1769 CE","enlightenment","Scotland","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","wealth_nations","Adam Smith: Wealth of Nations","1776 CE","enlightenment","Scotland","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","yorktown","Battle of Yorktown (American Victory)","1781 CE","enlightenment","USA","Merge","lesson.america.revolution-and-constitution","The American Revolution and a Contested Constitution","1765–1789 CE","World Spine — chapter 08","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.america.revolution-and-constitution; prerequisite(s): lesson.global.seven-years-war.","Framing review; readiness: Planned."
"timeline-stub","beethoven","Beethoven's 5th Symphony","1808 CE","industry","Germany","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","benz","Benz Patent-Motorwagen","1886 CE","industry","Germany","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","berlin_conf","Berlin Conference","1884 CE","industry","Europe","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","bolivar","Simon Bolivar's Admirable Campaign","1813 CE","industry","South America","Merge","lesson.latin-america.independence","Independence and New States in Latin America","c. 1808–1830 CE","World Spine — chapter 09","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.latin-america.independence; prerequisite(s): lesson.napoleon.war-law-and-empire.","Source brief required; readiness: Planned."
"timeline-stub","boxer_rebellion","Boxer Rebellion in China","1899 CE","industry","China","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","braille","Louis Braille Invents Writing System","1824 CE","industry","France","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","civil_war","US Civil War Begins","1861 CE","industry","USA","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","crimean_war","Crimean War (Florence Nightingale)","1853 CE","industry","Russia/Turkey","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","curie","Marie Curie Wins Nobel","1903 CE","industry","France","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","darwin","On the Origin of Species","1859 CE","industry","England","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","einstein_sr","Einstein's Special Relativity","1905 CE","industry","Switzerland","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","emancipation","Emancipation Proclamation","1863 CE","industry","USA","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","flight","Wright Brothers First Flight","1903 CE","industry","USA","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","ford_t","Ford Model T Introduced","1908 CE","industry","USA","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","french_rev","Storming of the Bastille","1789 CE","industry","France","Adapt or rename","lesson.france.revolution","The French Revolution","1789–1799 CE","World Spine — chapter 09","The topic earns core placement, with a learner-facing title, period, and scope adjusted to foreground causal and evidentiary value.","Mapped to lesson.france.revolution; prerequisite(s): lesson.enlightenment.reason-rights-and-limits.","Source brief required; readiness: Planned."
"timeline-stub","germany_unite","Unification of Germany","1871 CE","industry","Germany","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","haiti_rev","Haitian Revolution","1791 CE","industry","Haiti","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","indian_rebellion","Indian Rebellion Against British Rule","1857 CE","industry","India","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","lewis_clark","Lewis & Clark Expedition","1804 CE","industry","USA","Move to another Journey type","None","None","None","Story Arc — Movement, encounter, and exchange","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","lightbulb","Edison Invents Light Bulb","1879 CE","industry","USA","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","marx","The Communist Manifesto","1848 CE","industry","Germany","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","meiji","Meiji Restoration","1868 CE","industry","Japan","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","mexican_revolution","Mexican Revolution Begins","1910 CE","industry","Mexico","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","monroe","Monroe Doctrine","1823 CE","industry","USA","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","napoleon_crown","Napoleon Crowned Emperor","1804 CE","industry","France","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","nationalism_rises","Rise of Nationalism in Europe","c. 1848 CE","industry","Europe","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","opium_war","First Opium War","1839 CE","industry","China","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
